symbol,basic_industry,macro,sector,industry
RICHA,Computers Hardware & Equipments,Information Technology,Information Technology,IT - Hardware
RICOAUTO,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
RIIL,Logistics Solution Provider,Services,Services,Transport Services
RILINFRA,Civil Construction,Industrials,Construction,Construction
RISHABH,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
RITCO,Logistics Solution Provider,Services,Services,Transport Services
RITES,Civil Construction,Industrials,Construction,Construction
RKDL,Breweries & Distilleries,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages
RKEC,Civil Construction,Industrials,Construction,Construction
RKFORGE,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
RKSWAMY,Advertising & Media Agencies,Consumer Discretionary,Media Entertainment & Publication,Media
RMDRIP,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products
RML,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
ROCKINGDCE,Trading & Distributors,Services,Services,Commercial Services & Supplies
ROHLTD,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
ROLEXRINGS,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
ROLLT,Packaging,Industrials,Capital Goods,Industrial Products
ROLTA,IT Enabled Services,Information Technology,Information Technology,IT - Services
ROML,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
ROSSARI,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
ROSSELLIND,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense
ROTO,Compressors Pumps & Diesel Engines,Industrials,Capital Goods,Industrial Products
ROUTE,Other Telecom Services,Telecommunication,Telecommunication,Telecom - Services
ROXHITECH,IT Enabled Services,Information Technology,Information Technology,IT - Services
RPGLIFE,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
RPOWER,Power Generation,Utilities,Power,Power
RPPINFRA,Civil Construction,Industrials,Construction,Construction
RPPL,Packaging,Industrials,Capital Goods,Industrial Products
RPSGVENT,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services,Services,Commercial Services & Supplies
RPTECH,Computers Hardware & Equipments,Information Technology,Information Technology,IT - Hardware
RRKABEL,Cables - Electricals,Industrials,Capital Goods,Industrial Products
RSSOFTWARE,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
RSWM,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
RSYSTEMS,IT Enabled Services,Information Technology,Information Technology,IT - Services
RTNINDIA,E-Retail/ E-Commerce,Consumer Discretionary,Consumer Services,Retailing
RTNPOWER,Integrated Power Utilities,Utilities,Power,Power
RUBYMILLS,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
RUCHINFRA,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
RUCHIRA,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
RUPA,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
RUSHIL,Plywood Boards/ Laminates,Consumer Discretionary,Consumer Durables,Consumer Durables
RUSTOMJEE,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
RVHL,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
RVNL,Civil Construction,Industrials,Construction,Construction
S&SPOWER,,,,
SAAKSHI,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
SABAR,Packaging,Industrials,Capital Goods,Industrial Products
SABEVENTS,Electronic Media,Consumer Discretionary,Media Entertainment & Publication,Media
SABTNL,TV Broadcasting & Software Production,Consumer Discretionary,Media Entertainment & Publication,Entertainment
SADBHAV,Civil Construction,Industrials,Construction,Construction
SADBHIN,Civil Construction,Industrials,Construction,Construction
SADHAV,Shipping,Services,Services,Transport Services
SADHNANIQ,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
SAFARI,Plastic Products - Consumer,Consumer Discretionary,Consumer Durables,Consumer Durables
SAGARDEEP,Aluminium Copper & Zinc Products,Industrials,Capital Goods,Industrial Products
SAGCEM,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
SAH,Packaging,Industrials,Capital Goods,Industrial Products
SAHAJ,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SAHANA,IT Enabled Services,Information Technology,Information Technology,IT - Services
SAHYADRI,Other Construction Materials,Commodities,Construction Materials,Other Construction Materials
SAIFL,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
SAIL,Iron & Steel,Commodities,Metals & Mining,Ferrous Metals
SAKAR,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SAKHTISUG,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
SAKSOFT,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
SAKUMA,Trading & Distributors,Services,Services,Commercial Services & Supplies
SAKUMA-RE,Trading & Distributors,Services,Services,Commercial Services & Supplies
SALASAR,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
SALONA,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SALSTEEL,Sponge Iron,Commodities,Metals & Mining,Ferrous Metals
SALZERELEC,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
SAMBHAAV,Electronic Media,Consumer Discretionary,Media Entertainment & Publication,Media
SAMHI,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
SAMPANN,Rubber,Industrials,Capital Goods,Industrial Products
SANCO,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products
SANDESH,Print Media,Consumer Discretionary,Media Entertainment & Publication,Media
SANDHAR,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SANDUMA,Coal,Energy,Oil Gas & Consumable Fuels,Consumable Fuels
SANGAMIND,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SANGANI,Hospital,Healthcare,Healthcare,Healthcare Services
SANGHIIND,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
SANGHVIMOV,Construction Vehicles,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles
SANGINITA,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
SANOFI,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SANSERA,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SANWARIA,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
SAPPHIRE,Restaurants,Consumer Discretionary,Consumer Services,Leisure Services
SARDAEN,Iron & Steel,Commodities,Metals & Mining,Ferrous Metals
SAREGAMA,Media & Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
SARLAPOLY,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SAROJA,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
SARTELE,Telecom - Infrastructure,Telecommunication,Telecommunication,Telecom - Services
SARVESHWAR,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
SASKEN,IT Enabled Services,Information Technology,Information Technology,IT - Services
SASTASUNDR,Healthcare Service Provider,Healthcare,Healthcare,Healthcare Services
SATIA,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
SATIN,Microfinance Institutions,Financial Services,Financial Services,Finance
SATINDLTD,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
SAURASHCEM,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
SBC,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
SBCL,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
SBFC,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
SBGLP,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
SBICARD,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
SBIETFCON,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SBIETFIT,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SBIETFPB,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SBIETFQLTY,,,,
SBILIFE,Life Insurance,Financial Services,Financial Services,Insurance
SBIN,Public Sector Bank,Financial Services,Financial Services,Banks
SCHAEFFLER,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SCHAND,Printing & Publication,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication
SCHNEIDER,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
SCI,Shipping,Services,Services,Transport Services
SCILAL,Investment Company,Financial Services,Financial Services,Finance
SCML,Castings & Forgings,Industrials,Capital Goods,Industrial Products
SCPL,Dairy Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
SDBL,Breweries & Distilleries,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages
SDL24BEES,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SDL26BEES,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SEAMECLTD,Shipping,Services,Services,Transport Services
SECL,Civil Construction,Industrials,Construction,Construction
SECMARK,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
SECURCRED,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
SECURKLOUD,IT Enabled Services,Information Technology,Information Technology,IT - Services
SEJALLTD,Glass - Industrial,Industrials,Capital Goods,Industrial Products
SEL,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
SELAN,Oil Exploration & Production,Energy,Oil Gas & Consumable Fuels,Oil
SELMC,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SEMAC,Civil Construction,Industrials,Construction,Construction
SENCO,Gems Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables
SENSEXADD,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SENSEXETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SENSEXIETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SEPC,Civil Construction,Industrials,Construction,Construction
SEQUENT,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SERVICE,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
SERVOTECH,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
SESHAPAPER,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
SETCO,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SETF10GILT,,,,
SETFGOLD,,,,
SETFNIF50,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SETFNIFBK,,,,
SETFNN50,,,,
SETUINFRA,Civil Construction,Industrials,Construction,Construction
SEYAIND,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
SFL,Furniture Home Furnishing,Consumer Discretionary,Consumer Durables,Consumer Durables
SGBAPR28I,,,,
SGBAUG24,,,,
SGBAUG27,,,,
SGBAUG28V,,,,
SGBAUG29V,,,,
SGBAUG30,,,,
SGBD29VIII,,,,
SGBDC27VII,,,,
SGBDE30III,,,,
SGBDE31III,,,,
SGBDEC25,,,,
SGBDEC2512,,,,
SGBDEC2513,,,,
SGBDEC26,,,,
SGBFEB28IX,,,,
SGBFEB29XI,,,,
SGBFEB32IV,,,,
SGBJ28VIII,,,,
SGBJAN26,,,,
SGBJAN29IX,,,,
SGBJAN29X,,,,
SGBJAN30IX,,,,
SGBJU29III,,,,
SGBJUL25,,,,
SGBJUL27,,,,
SGBJUL28IV,,,,
SGBJUL29IV,,,,
SGBJUN28,,,,
SGBJUN29II,,,,
SGBJUN30,,,,
SGBJUN31I,,,,
SGBMAR25,,,,
SGBMAR28X,,,,
SGBMAR30X,,,,
SGBMAR31IV,,,,
SGBMAY25,,,,
SGBMAY26,,,,
SGBMAY28,,,,
SGBMAY29I,,,,
SGBMR29XII,,,,
SGBN28VIII,,,,
SGBNOV24,,,,
SGBNOV25VI,,,,
SGBNV29VII,,,,
SGBOC28VII,,,,
SGBOCT25IV,,,,
SGBOCT25V,,,,
SGBOCT27,,,,
SGBOCT27VI,,,,
SGBSEP24,,,,
SGBSEP27,,,,
SGBSEP28VI,,,,
SGBSEP29VI,,,,
SGBSEP31II,,,,
SGIL,Castings & Forgings,Industrials,Capital Goods,Industrial Products
SGL,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SHAH,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
SHAHALLOYS,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
SHAILY,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products
SHAKTIPUMP,Compressors Pumps & Diesel Engines,Industrials,Capital Goods,Industrial Products
SHALBY,Hospital,Healthcare,Healthcare,Healthcare Services
SHALPAINTS,Paints,Consumer Discretionary,Consumer Durables,Consumer Durables
SHANKARA,Speciality Retail,Consumer Discretionary,Consumer Services,Retailing
SHANTI,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
SHANTIGEAR,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
SHARDACROP,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
SHARDAMOTR,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SHAREINDIA,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
SHAREINDIA,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
SHARIABEES,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SHEETAL,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
SHEMAROO,Media & Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
SHERA,Aluminium Copper & Zinc Products,Industrials,Capital Goods,Industrial Products
SHIGAN,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SHILPAMED,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SHIVALIK,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
SHIVAMAUTO,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SHIVAMILLS,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SHIVATEX,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SHK,Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products
SHOPERSTOP,Diversified Retail,Consumer Discretionary,Consumer Services,Retailing
SHRADHA,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
SHREDIGCEM,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
SHREECEM,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
SHREEKARNI,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SHREEOSFM,Road Transport,Services,Services,Transport Services
SHREEPUSHK,Dyes And Pigments,Commodities,Chemicals,Chemicals & Petrochemicals
SHREERAMA,Packaging,Industrials,Capital Goods,Industrial Products
SHRENIK,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
SHREYANIND,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
SHREYAS,Shipping,Services,Services,Transport Services
SHRIPISTON,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SHRIRAMFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
SHRIRAMFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
SHRIRAMFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
SHRIRAMFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
SHRIRAMFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
SHRIRAMPPS,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
SHRITECH,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products
SHUBHLAXMI,Gems Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables
SHYAMCENT,Ferro & Silica Manganese,Commodities,Metals & Mining,Ferrous Metals
SHYAMMETL,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
SHYAMTEL,Trading & Distributors,Services,Services,Commercial Services & Supplies
SICALLOG,Logistics Solution Provider,Services,Services,Transport Services
SIDDHIKA,Paints,Consumer Discretionary,Consumer Durables,Consumer Durables
SIEMENS,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
SIGACHI,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SIGIND,Trading & Distributors,Services,Services,Commercial Services & Supplies
SIGMA,IT Enabled Services,Information Technology,Information Technology,IT - Services
SIGNATURE,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
SIGNORIA,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
SIGNPOST,Advertising & Media Agencies,Consumer Discretionary,Media Entertainment & Publication,Media
SIKKO,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
SIL,Real Estate related services,Consumer Discretionary,Realty,Realty
SILGO,Gems Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables
SILINV,Investment Company,Financial Services,Financial Services,Finance
SILLYMONKS,Media & Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
SILVER,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SILVER1,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SILVERADD,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SILVERBEES,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SILVERETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SILVERIETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SILVERTUC,IT Enabled Services,Information Technology,Information Technology,IT - Services
SILVRETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SIMBHALS,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
SIMPLEXINF,Civil Construction,Industrials,Construction,Construction
SINCLAIR,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
SINDHUTRAD,Diversified,Diversified,Diversified,Diversified
SINTERCOM,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SIRCA,Paints,Consumer Discretionary,Consumer Durables,Consumer Durables
SIS,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
SITINET,TV Broadcasting & Software Production,Consumer Discretionary,Media Entertainment & Publication,Entertainment
SIYSIL,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SJLOGISTIC,Logistics Solution Provider,Services,Services,Transport Services
SJS,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SJVN,Power Generation,Utilities,Power,Power
SKFINDIA,Abrasives & Bearings,Industrials,Capital Goods,Industrial Products
SKIL,Civil Construction,Industrials,Construction,Construction
SKIPPER,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
SKIPPERPP,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
SKMEGGPROD,Meat Products including Poultry,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
SKP,Abrasives & Bearings,Industrials,Capital Goods,Industrial Products
SKYGOLD,Gems Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables
SMALLCAP,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
SMARTLINK,Computers Hardware & Equipments,Information Technology,Information Technology,IT - Hardware
SMCGLOBAL,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
SMLISUZU,Commercial Vehicles,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles
SMLT,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
SMSLIFE,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SMSPHARMA,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SMVD,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products
SNOWMAN,Logistics Solution Provider,Services,Services,Transport Services
SOBHA,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
SOFTTECH,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
SOLARA,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SOLARINDS,Explosives,Commodities,Chemicals,Chemicals & Petrochemicals
SOLEX,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
SOMANYCERA,Ceramics,Consumer Discretionary,Consumer Durables,Consumer Durables
SOMATEX,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SOMICONVEY,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
SONACOMS,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SONAMAC,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
SONAMLTD,Consumer Electronics,Consumer Discretionary,Consumer Durables,Consumer Durables
SONATSOFTW,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
SOTAC,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SOTL,Lubricants,Energy,Oil Gas & Consumable Fuels,Petroleum Products
SOUTHBANK,Private Sector Bank,Financial Services,Financial Services,Banks
SOUTHWEST,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
SPAL,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
SPANDANA,Microfinance Institutions,Financial Services,Financial Services,Finance
SPARC,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SPCENET,Trading & Distributors,Services,Services,Commercial Services & Supplies
SPECIALITY,Restaurants,Consumer Discretionary,Consumer Services,Leisure Services
SPECTRUM,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
SPECTSTM,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
SPENCERS,Diversified Retail,Consumer Discretionary,Consumer Services,Retailing
SPIC,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals
SPLIL,Trading - Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SPLPETRO,Petrochemicals,Commodities,Chemicals,Chemicals & Petrochemicals
SPMLINFRA,Civil Construction,Industrials,Construction,Construction
SPORTKING,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SPRL,Electrodes & Refractories,Industrials,Capital Goods,Industrial Products
SPTL,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products
SPYL,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SREEL,Footwear,Consumer Discretionary,Consumer Durables,Consumer Durables
SRF,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
SRGHFL,Housing Finance Company,Financial Services,Financial Services,Finance
SRHHYPOLTD,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
SRIVASAVI,Other Industrial Products,Industrials,Capital Goods,Industrial Products
SRM,Civil Construction,Industrials,Construction,Construction
SRPL,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
SSFL,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
SSWL,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
STAR,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
STARCEMENT,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
STARHEALTH,General Insurance,Financial Services,Financial Services,Insurance
STARPAPER,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
STARTECK,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
STCINDIA,Trading & Distributors,Services,Services,Commercial Services & Supplies
STEELCAS,Castings & Forgings,Industrials,Capital Goods,Industrial Products
STEELCITY,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
STEELXIND,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
STEL,Investment Company,Financial Services,Financial Services,Finance
STERTOOLS,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
STLTECH,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,Telecom - Equipment & Accessories
STOVEKRAFT,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables
STYLAMIND,Plywood Boards/ Laminates,Consumer Discretionary,Consumer Durables,Consumer Durables
STYRENIX,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
SUBEXLTD,Software Products,Information Technology,Information Technology,IT - Software
SUBROS,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SUDARSCHEM,Dyes And Pigments,Commodities,Chemicals,Chemicals & Petrochemicals
SUKHJITS,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
SULA,Breweries & Distilleries,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages
SUMEETINDS,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SUMICHEM,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
SUMIT,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
SUMMITSEC,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
SUNCLAY,Castings & Forgings,Industrials,Capital Goods,Industrial Products
SUNDARAM,Stationary,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products
SUNDARMFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
SUNDARMHLD,Investment Company,Financial Services,Financial Services,Finance
SUNDRMBRAK,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SUNDRMFAST,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SUNFLAG,Iron & Steel,Commodities,Metals & Mining,Ferrous Metals
SUNPHARMA,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SUNTECK,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
SUNTV,TV Broadcasting & Software Production,Consumer Discretionary,Media Entertainment & Publication,Entertainment
SUPERHOUSE,Leather And Leather Products,Consumer Discretionary,Consumer Durables,Consumer Durables
SUPERSPIN,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SUPRAJIT,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
SUPREMEENG,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
SUPREMEIND,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products
SUPREMEINF,Civil Construction,Industrials,Construction,Construction
SUPREMEPWR,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
SUPRIYA,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SURAJEST,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
SURANASOL,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
SURANAT&P,,,,
SURANI,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
SURYALAXMI,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SURYAROSNI,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
SURYODAY,Other Bank,Financial Services,Financial Services,Banks
SUTLEJTEX,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
SUULD,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
SUVEN,Healthcare Research Analytics & Technology,Healthcare,Healthcare,Healthcare Services
SUVENPHAR,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
SUVIDHAA,Financial Technology (Fintech),Financial Services,Financial Services,Financial Technology (Fintech)
SUZLON,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
